event_id,calculated_risk_score_ai,final_decision,decision_reason
EVT_00339,2.0,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00340,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00341,1.2,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00342,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00343,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00344,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00345,8.5,ALLOW,Low AI risk (8/100). Request matches baseline behaviour.
EVT_00346,93.7,BLOCK,Critical AI risk (94/100). High probability of active compromise.
EVT_00347,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00348,6.2,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.
EVT_00349,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00350,90.6,BLOCK,Critical AI risk (91/100). High probability of active compromise.
EVT_00351,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00352,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00353,23.6,CHALLENGE,Low AI risk (24/100) overridden by policy: access from public internet requires step-up MFA.
EVT_00354,2.0,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00355,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00356,1.7,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00357,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00358,8.0,ALLOW,Low AI risk (8/100). Request matches baseline behaviour.
EVT_00359,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00360,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00361,1.7,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00362,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00363,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00364,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00365,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00366,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00367,2.7,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.
EVT_00368,1.7,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00369,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00370,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00371,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00372,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00373,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00374,83.5,BLOCK,Critical AI risk (84/100). High probability of active compromise.
EVT_00375,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00376,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00377,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00378,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00379,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00380,13.8,ALLOW,Low AI risk (14/100). Request matches baseline behaviour.
EVT_00381,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00382,2.3,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00383,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00384,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00385,8.2,ALLOW,Low AI risk (8/100). Request matches baseline behaviour.
EVT_00386,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00387,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00388,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00389,19.3,ALLOW,Low AI risk (19/100). Request matches baseline behaviour.
EVT_00390,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00391,1.3,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00392,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00394,99.8,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_00393,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00395,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00396,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00397,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00398,2.6,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.
EVT_00399,1.8,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00400,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00401,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00402,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00403,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00404,69.1,CHALLENGE,Medium AI risk (69/100). Context: behavioural deviation from baseline. Step-up MFA required.
EVT_00405,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00406,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00407,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00408,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_00409,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00410,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00411,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00412,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00413,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00414,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00415,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00416,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00417,1.2,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00418,1.5,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00419,81.6,BLOCK,Critical AI risk (82/100). High probability of active compromise.
EVT_00420,4.7,ALLOW,Low AI risk (5/100). Request matches baseline behaviour.
EVT_00421,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00422,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00423,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00424,8.1,ALLOW,Low AI risk (8/100). Request matches baseline behaviour.
EVT_00425,9.7,ALLOW,Low AI risk (10/100). Request matches baseline behaviour.
EVT_00426,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00427,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00428,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00429,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00430,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00431,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_00432,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_00433,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_00434,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_00435,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_00436,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_00437,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00438,1.6,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00439,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00440,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00441,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00442,1.5,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00443,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00444,6.3,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.
EVT_00445,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00446,3.3,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.
EVT_00447,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00448,1.4,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00449,6.1,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.
EVT_00450,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00451,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00452,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00453,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00454,1.6,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00455,73.9,CHALLENGE,Medium AI risk (74/100). Context: behavioural deviation from baseline. Step-up MFA required.
EVT_00456,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00457,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00458,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00459,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00460,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00461,0.1,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00462,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00463,5.3,ALLOW,Low AI risk (5/100). Request matches baseline behaviour.
EVT_00464,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00465,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00466,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00467,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00468,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00469,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00470,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00471,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00472,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00473,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00474,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00475,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00476,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00477,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00478,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00479,33.1,ALLOW,Low AI risk (33/100). Request matches baseline behaviour.
EVT_00480,31.1,ALLOW,Low AI risk (31/100). Request matches baseline behaviour.
EVT_00481,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00482,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00483,1.7,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00484,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00485,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00486,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00487,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00488,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00489,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00490,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00491,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00492,11.1,ALLOW,Low AI risk (11/100). Request matches baseline behaviour.
EVT_00493,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00494,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00495,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00496,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00497,44.9,CHALLENGE,Low AI risk (45/100) overridden by policy: access from public internet requires step-up MFA.
EVT_00498,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00499,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00500,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00501,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00502,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00503,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00504,5.8,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.
EVT_00505,5.5,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.
EVT_00506,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00507,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00508,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00509,16.2,ALLOW,Low AI risk (16/100). Request matches baseline behaviour.
EVT_00510,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00511,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00512,16.3,ALLOW,Low AI risk (16/100). Request matches baseline behaviour.
EVT_00513,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00514,1.4,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00515,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00516,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00517,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00518,1.9,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00519,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00520,71.6,CHALLENGE,Medium AI risk (72/100). Context: behavioural deviation from baseline. Step-up MFA required.
EVT_00521,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00522,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00523,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00524,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00525,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00526,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00527,1.5,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00528,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00529,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00530,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00531,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00532,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00533,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00534,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00535,9.1,ALLOW,Low AI risk (9/100). Request matches baseline behaviour.
EVT_00536,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00537,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00538,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00539,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00540,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00541,89.6,BLOCK,Critical AI risk (90/100). High probability of active compromise.
EVT_00542,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00543,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00544,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00545,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00546,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00547,8.8,ALLOW,Low AI risk (9/100). Request matches baseline behaviour.
EVT_00548,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00549,1.3,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00550,12.3,ALLOW,Low AI risk (12/100). Request matches baseline behaviour.
EVT_00551,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00552,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00553,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00554,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00555,2.8,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.
EVT_00556,9.1,ALLOW,Low AI risk (9/100). Request matches baseline behaviour.
EVT_00557,5.2,ALLOW,Low AI risk (5/100). Request matches baseline behaviour.
EVT_00558,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00559,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00560,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
